1806,Kroger Pharmacy 318,19250 WEST LAKE HOUSTON PKWY,Humble,HARRIS
1807,Kroger Pharmacy 320,4825 Sweetwater Blvd,Sugar Land,FORT BEND
1808,Kroger Pharmacy 321,3100 Hwy 35,Alvin,BRAZORIA
1809,Kroger Pharmacy 327,13135 Louetta Rd,Cypress,HARRIS
1810,Kroger Pharmacy 336,22150 Westheimer Pkwy,Katy,FORT BEND
1811,Kroger Pharmacy 343,8323 Broadway St,Pearland,BRAZORIA
1812,Kroger Pharmacy 347,9303 Hwy 6 South,Houston,FORT BEND
1813,Kroger Pharmacy 349,1520 Eldridge Pkwy,Houston,HARRIS
1814,Kroger Pharmacy 352,18030 Fm 529 Rd,Cypress,HARRIS
1815,Kroger Pharmacy 355,1938 W Gray St,Houston,HARRIS
1816,Kroger Pharmacy 356,1352 W 43rd St,Houston,HARRIS
1817,Kroger Pharmacy 358,5671 Treaschwig Rd,Spring,HARRIS
1818,Kroger Pharmacy 361,3535 Longmire Dr,College Station,BRAZOS
1819,Kroger Pharmacy 362,17455 Spring Cypress Rd,Cypress,HARRIS
1820,Kroger Pharmacy 363,9919 Westheimer @ Elmside,Houston,HARRIS
1821,Kroger Pharmacy 364,6060 Fm 2920 Rd,Spring,HARRIS
1822,Kroger Pharmacy 366,12434 State Highway 249,Houston,HARRIS
1823,Kroger Pharmacy 371,12222 Jones Road,Houston,HARRIS
1824,Kroger Pharmacy 373,2301 Rayford Rd,Spring,MONTGOMERY
1825,Kroger Pharmacy 374,8550 Highway 6 N,Houston,HARRIS
1826,Kroger Pharmacy 375,11565 State Hwy 6 South,Sugar Land,FORT BEND
1827,Kroger Pharmacy 376,18518 Kuykendahl Rd,Spring,HARRIS
1828,Kroger Pharmacy 378,6055 Fry Rd,Katy,HARRIS
1829,Kroger Pharmacy 383,2303 Boonville Rd,Bryan,BRAZOS
1830,Kroger Pharmacy 385,16400 El Camino Real,Houston,HARRIS
1831,Kroger Pharmacy 389,6616 Fm 1488 Rd,Magnolia,MONTGOMERY
1832,Kroger Pharmacy 390,14060 Fm 2920 Rd,Tomball,HARRIS
1833,Kroger Pharmacy 392,6425 Fm 1464 Rd,Richmond,FORT BEND
1834,Kroger Pharmacy 395,360 Cypress Creek Pkwy,Houston,HARRIS
1835,Kroger Pharmacy 396,6350 N Eldridge Pkwy,Houston,HARRIS
1836,Kroger Pharmacy 397,8011 W Grand Pkwy S,Richmond,FORT BEND
1837,Kroger Pharmacy 402,3612 N Belt Line Rd,Irving,DALLAS
1838,Kroger Pharmacy 403,532 W Interstate 30,Garland,DALLAS
1839,Kroger Pharmacy 413,2580 E Arkansas Ln,Arlington,TARRANT
1840,Kroger Pharmacy 415,1617 W Henderson St,Cleburne,JOHNSON
1841,Kroger Pharmacy 429,2201 W Grauwyler Rd,Irving,DALLAS
1842,Kroger Pharmacy 431,325 E Spring St,Palestine,ANDERSON
1843,Kroger Pharmacy 436,235 E Fm 1382,Cedar Hill,DALLAS
1844,Kroger Pharmacy 439,9114 Camp Bowie West Blvd,Fort Worth,TARRANT
1845,Kroger Pharmacy 445,5330 S Cooper St,Arlington,TARRANT
1846,Kroger Pharmacy 448,950 E Sandy Lake Rd,Coppell,DALLAS
1847,Kroger Pharmacy 450,3600 Gus Thomasson Road,Mesquite,DALLAS
1848,Kroger Pharmacy 456,2709 Cross Timbers Road,Flower Mound,DENTON
1849,Kroger Pharmacy 460,4038 Old Denton Rd,Carrollton,DENTON
1850,Kroger Pharmacy 461,5190 Highway 78,Sachse,DALLAS
1851,Kroger Pharmacy 488,1707 W University Dr,McKinney,COLLIN
1852,Kroger Pharmacy 490,2415 Us Highway 79 S,Henderson,RUSK
1853,Kroger Pharmacy 492,11925 Elam Rd,Balch Springs,DALLAS
1854,Kroger Pharmacy 493,500 W University Dr,Denton,DENTON
1855,Kroger Pharmacy 495,515 S Macarthur Blvd,Irving,DALLAS
1856,Kroger Pharmacy 511,10677 E. Northwest Hwy,Dallas,DALLAS
1857,Kroger Pharmacy 512,2110 E Southlake Blvd,Southlake,TARRANT
1858,Kroger Pharmacy 516,976 Keller Pkwy,Keller,TARRANT
1859,Kroger Pharmacy 517,160 N. Coit,Richardson,DALLAS
1860,Kroger Pharmacy 518,5665 E Mockingbird Ln,Dallas,DALLAS
1861,Kroger Pharmacy 520,3120 S University Dr,Fort Worth,TARRANT
1862,Kroger Pharmacy 521,2109 Harwood Rd,Bedford,TARRANT
1863,Kroger Pharmacy 522,7100 Independence Pkwy.,Plano,COLLIN
1864,Kroger Pharmacy 526,536 Centennial Blvd,Richardson,DALLAS
1865,Kroger Pharmacy 527,200 W Camp Wisdom Rd,Duncanville,DALLAS
1866,Kroger Pharmacy 528,4142 Cedar Springs Rd,Dallas,DALLAS
1867,Kroger Pharmacy 529,4241 Capitol Ave,Dallas,DALLAS
1868,Kroger Pharmacy 530,1653 Basswood Blvd,Fort Worth,TARRANT
1869,Kroger Pharmacy 532,5241 North Tarrant Pkwy,Fort Worth,TARRANT
1870,Kroger Pharmacy 535,9150 N Tarrant Pkwy,North Richland Hil,TARRANT
1871,Kroger Pharmacy 536,6650 N. Beach,Fort Worth,TARRANT
1872,Kroger Pharmacy 537,2061 Rufe Snow Dr,Keller,TARRANT
1873,Kroger Pharmacy 538,2350 Se Green Oaks Blvd,Arlington,TARRANT
1874,Kroger Pharmacy 540,3305 N. Dallas Parkway,Plano,COLLIN
1875,Kroger Pharmacy 542,3300 Texas Sage Trl,Fort Worth,TARRANT
1876,Kroger Pharmacy 543,945 W. Lamar Blvd.,Arlington,TARRANT
1877,Kroger Pharmacy 544,1212 E Bethany Dr,Allen,COLLIN
1878,Kroger Pharmacy 545,"1001 N. Beckley, Ste. 500",Desoto,DALLAS
1879,Kroger Pharmacy 546,4851 Legacy Drive,Frisco,COLLIN
1880,Kroger Pharmacy 547,3205 Main St,Frisco,DENTON
1881,Kroger Pharmacy 548,1210 N Greenville Ave,Allen,COLLIN
1882,Kroger Pharmacy 557,6850 North Shiloh Road,Garland,DALLAS
1883,Kroger Pharmacy 559,1406 W Walnut St,Garland,DALLAS
1884,Kroger Pharmacy 562,12600 N Beach St,Fort Worth,TARRANT
1885,Kroger Pharmacy 565,1801 N Lake Forest Dr,McKinney,COLLIN
1886,Kroger Pharmacy 567,2901 Lake Forest Dr,McKinney,COLLIN
1887,Kroger Pharmacy 570,5021 Teasley Ln,Denton,DENTON
1888,Kroger Pharmacy 572,3400 Fm 407 E.,Argyle,DENTON
1889,Kroger Pharmacy 573,1250 N. Preston Road,Prosper,COLLIN
1890,Kroger Pharmacy 574,1950 N Goliad St,Rockwall,ROCKWALL
1891,Kroger Pharmacy 575,2935 Ridge Rd,Rockwall,ROCKWALL
1892,Kroger Pharmacy 576,4750 W Bailey Boswell Rd,Fort Worth,TARRANT
1893,Kroger Pharmacy 577,7505 N Macarthur Blvd,Irving,DALLAS
1894,Kroger Pharmacy 578,2608 W Fm 544,Wylie,COLLIN
1895,Kroger Pharmacy 579,500 Marketplace Blvd,Forney,KAUFMAN
1896,Kroger Pharmacy 580,2671 Little Elm Pkwy,Little Elm,DENTON
1897,Kroger Pharmacy 582,9135 Grapevine Hwy,North Richland Hills,TARRANT
1898,Kroger Pharmacy 586,1592 S Loop 288,Denton,DENTON
1899,Kroger Pharmacy 587,3939 Frankford Rd,Dallas,DENTON
1900,Kroger Pharmacy 588,9140 Forest Ln,Dallas,DALLAS
1901,Kroger Pharmacy 589,4650 W University Dr,Prosper,DENTON
1902,Kroger Pharmacy 590,1004 S Crowley Rd,Crowley,TARRANT
1903,Kroger Pharmacy 591,1631 Sw Wilshire Blvd,Burleson,JOHNSON
1904,Kroger Pharmacy 592,5101 W Sublett Rd,Arlington,TARRANT
1905,Kroger Pharmacy 594,3300 E Broad St,Mansfield,TARRANT
1906,Kroger Pharmacy 596,2200 Fm 663,Midlothian,ELLIS
1907,Kroger Pharmacy 599,4620 State Highway 121,Lewisville,DENTON
1908,Kroger Pharmacy 607,2300 Gessner Rd,Houston,HARRIS
1909,Kroger Pharmacy 688,301 S Bowen Rd,Arlington,TARRANT
1910,Kroger Pharmacy 689,17194 Preston Road,Dallas,DALLAS
1911,Kroger Pharmacy 695,5701 W Pleasant Ridge Rd,Arlington,TARRANT
1912,Kroger Pharmacy 733,1550 W Grand Pkwy S,Katy,FORT BEND
1913,Kroger Pharmacy 735,12555 Briar Forest Dr,Houston,HARRIS
1914,Kroger Pharmacy 737,12400 Fm 1960 Rd W,Houston,HARRIS
1915,Kroger Pharmacy 738,8745 Spring Cypress Rd,Spring,HARRIS
1916,Kroger Pharmacy 739,9125 W. Sam Houston Pkwy,Houston,HARRIS
1917,Kroger Pharmacy 740,7747 Kirby Dr,Houston,HARRIS
1918,Kroger Pharmacy 743,151 N Friendswood Dr,Friendswood,GALVESTON
1919,Kroger Pharmacy 744,3135 Fm 528,Friendswood,HARRIS
1920,Kroger Pharmacy 746,11701 S. Sam Houston Pkwy.,Houston,HARRIS
1921,Kroger Pharmacy 748,10010 Cypresswood Dr,Houston,HARRIS
1922,Kroger Pharmacy 807,7201 Boulevard 26,North Richland Hills,TARRANT
1923,Kroger Pharmacy 817,2525 W Interstate 20,Grand Prairie,TARRANT
1924,Kroger Pharmacy 824,1820 N Loy Lake Rd,Sherman,GRAYSON
1925,Kroger Pharmacy 844,708 E Pipeline Rd,Hurst,TARRANT
1926,Kroger Pharmacy 851,2210 S Fielder Rd,Arlington,TARRANT
1927,Kroger Pharmacy 870,3770 Belt Line Rd,Addison,DALLAS
1928,Kroger Pharmacy 879,6805 N Main,The Colony,DENTON
1929,Kroger Pharmacy 893,1919 Faithon P. Lucas Blvd,Mesquite,DALLAS
1930,Kroger Pharmacy 950,1600 N 16th St,Orange,ORANGE
1931,Kroger Pharmacy 953,300 E. End Blvd. (Hwy 80),Marshall,HARRISON
1932,Kroger Pharmacy 957,1310 Clarksville St,Paris,LAMAR
1933,Kroger Pharmacy 959,701 W Marshall Ave,Longview,GREGG
1934,Kroger Pharmacy 990,1215 North St,Nacogdoches,NACOGDOCHES
1935,Kroger Texas LP,525 N Galloway,Mesquite,DALLAS
1936,Kyle Communicare Health Center,2810 Dacy Ln,Kyle,BEXAR
1937,"L & B DRUG, INC.",701 HICKORY STREET,Abilene,TAYLOR
1938,La Esperanza Clinic Inc,1610 S Chadbourne St,San Angelo,TOM GREEN
1939,"La Esperanza Clinic,Inc.",35 E 31st St,San Angelo,TOM GREEN
1940,La Fe Care Center,1505 Mescalero Dr,El Paso,EL PASO
1941,La Gran Plaza Health Center,1101 S. Main St.,Fort Worth,TARRANT
1942,La Joya's Neighborhood Doctors,2121 E Griffin Pkwy,Mission,HIDALGO
1943,La Nueva Casa De Amigos Health Center,1809 N Main St,Houston,HARRIS
1944,La Salle County Regional Health Authority,247 Mars Drive,Cotulla,LA SALLE
1945,Lake Aire Med Ctr Sr Health Wellnes,2423 Williams Dr Ste 113,Georgetown,WILLIAMSON
1946,Lake Hills Pharmacy,"12005 Bee Cave Rd, Suite 1-A",Austin,TRAVIS
1947,Lake June Medical Clinic,7716 Lake June Rd,Dallas,DALLAS
1948,Lake Lewisville Pediatrics,2141 S Edmonds Ln,Lewisville,DENTON
1949,Lake Whitney Medical Clinic,202 E Jefferson Ave,Whitney,HILL
1950,Lakeland,117 Medical Circle,Athens,HENDERSON
1951,Lakeland Medical Associates - Tvfc 040207,170 Municipal Dr,Mabank,HENDERSON
1952,Lakeland Medical Associates Gbc 040385,170 Municipal Dr,Mabank,HENDERSON
1953,Lamar Plaza Drug Store,1509 S Lamar Blvd #550,Austin,TRAVIS
1954,Lamb Healthcare Center,1500 S Sunset Ave,Littlefield,LAMB
1955,Lamesa Primary Clinic,1502 N Avenue K Lamesa,0,HOCKLEY
1956,LAPORTE INTERNAL MEDICINE P.A.,404 W FAIRMONT PARKWAY,La Porte,HARRIS
1957,LAREDO CARDIOVASCULAR CONSULTANTS PA,1710 E Saunders St Tower B 5th Floor,r Laredo,WEBB
1958,"Laredo Downtown Pharmacy, Inc",1219 Matamoros St.,Laredo,WEBB
1959,Laredo Emergency Room,7510 Mcpherson Rd,Laredo,WEBB
1960,Laredo Medical Center,0,Laredo,WEBB
1961,Laredo Regional Medical Center,10700 Mcpherson Rd,Laredo,WEBB
1962,Las Colinas Pharmacy,6420 N. MacArthurBlvd,Irving,DALLAS
1963,Las Palmas Medical Center,0,El Paso,EL PASO
1964,"Laura Birnbaum, M.D., P.A.",219 A East Railroad Row,Giddings,LEE
1965,Laurel Ridge Treatment Center,17720 Corporate Woods Dr,San Antonio,BEXAR
1966,"Lauro I. Ortega, MD PA","154 N. Festival Dr., Villa G",El Paso,EL PASO
1967,Lavaca Family Health Clinic,1406 North Texana,Hallettsville,LAVACA
1968,Lavaca Medical Center,1400 N Texana St,Hallettsville,LAVACA
1969,Lbj Hospital - Harris County Hospital District,0,Houston,HARRIS
1970,League City Integrated Pediatrics - 061457,2360 Gulf Fwy S Ste 100-C League City,0,GALVESTON
1971,Lees Pharmacy North,5120 N 10th St,McAllen,HIDALGO
1972,Legacy Bissonnet Clinic,12667 Bissonnet St,Houston,HARRIS
1973,Legacy Community Health,6677 Rookin St Houston,0,HARRIS
1974,Legacy Community Health (Central Stagg Lcsp),3455 Stagg Dr.,Beaumont,JEFFERSON
1975,Legacy Community Health Mapleridge,6550 Mapleridge St Ste 106,Houston,HARRIS
1976,Legacy Community Health Northline Center,5598 North Fwy # A1 Houston,0,HARRIS
1977,Legacy Community Health Pharmacy Lyons,3811 Lyons Ave,Houston,HARRIS
1978,Legacy Community Health Pharmacy Montrose,1415 California Street,Houston,HARRIS
1979,Legacy Community Health Services,4301 Garth Rd Ste 400,Baytown,HARRIS
1980,Legacy Community Health Southwest,6441 High Star Dr,Houston,HARRIS
1981,Legacy Communty Health,450 N 11th St,Beaumont,JEFFERSON
1982,Legacy Santa Clara,5616 Lawndale Ave,Houston,HARRIS
1983,"Legal Dealers Llc, The Medicine Shoppe Pharmacy 12",9109 Abner Jackson Pkwy Ste B,Lake Jackson,BRAZORIA
1984,"Legal Dealers Llc, The Medicine Shoppe Pharmacy 1294",109 Abner Jackson Pkwy Ste B,Lake Jackson,BRAZORIA
1985,Legends Pharmacy,6601 Blanco Rd,San Antonio,BEXAR
1986,Legent Hospital of El Paso,1416 George Dieter Dr,El Paso,EL PASO
1987,Legent Orthopedic Hospital,1401 E Trinity Mills Rd,Carrollton,DALLAS
1988,Levelland Clinic North,103 John Dupree Dr,Levelland,HOCKLEY
1989,Lhc Family Medicine - Dr Cindy George,1600 S Sunset Ave. A,Littlefield,LAMB
1990,Lhd Abilene-Taylor County Health Department (Re),850 N 6th St,Abilene,TAYLOR
1991,LHD Amarillo DOH,1000 Martin Rd,Amarillo,POTTER
1992,Lhd Andrews City-County Health Department (Re),208 Nw 2nd St,Andrews,ANDREWS
1993,Lhd Angelina County And Cities Health District (Re),503 Hill St Ste 100,Lufkin,ANGELINA
1994,Lhd Bell County Public Health District (Re),509 S 9th St,Temple,BELL
1995,Lhd Brazos County Health District (Re),201 N Texas Ave,Bryan,BRAZOS
1996,Lhd Brownwood-Brown County Health Department (R,510 E Lee St,Brownwood,BROWN
1997,Lhd Brownwood-Brown County Health Department (Re),510 E Lee St,Brownwood,BROWN
1998,Lhd Cameron County Health Department (Re,1390 W Expressway 83,San Benito,CAMERON
1999,LHD Cherokee County Health Department (RE),803 College Ave,Jacksonville,CHEROKEE
2000,LHD Corpus Christi-Nueces County Public Health District (RE,E) 1702 Horne Road,Corpus Christi,NUECES
2001,LHD Corpus Christi-Nueces County Public Health District (RE),1702 Horne Road,Corpus Christi,NUECES
2002,LHD Corsicana-Navarro Public Health District (RE),618 N Main,Corsicana,NAVARRO
2003,LHD Dallas County Health And Human Services (Re),2377 N Stemmons Fwy,Dallas,DALLAS
2004,LHD Denton County Public Health (RE),535 S. Loop 288,Denton,DENTON
2005,Lhd Ector County Health Department (Re),221 N Texas Ave,Odessa,ECTOR
2006,LHD FORT BEND COUNTY HEALTH DEPARTMENT (HH,S4 520 Reading Rd,Rosenberg,FORT BEND
2007,LHD FORT BEND COUNTY HEALTH DEPARTMENT (HHS) (RE),4520 Reading Rd,Rosenberg,FORT BEND
2008,LHD Galveston County Health District (RE),9850 B Emmett F Lowry EXpy,Texas City,GALVESTON
2009,Lhd Garland (City Of) Health Dept (Re),206 Carver Dr,Garland,DALLAS
2010,Lhd Hardin County Health Department (Re),1135 Redwood,Kountze,HARDIN
2011,Lhd Hays County Health Department (Re),401 Broadway St Ste A,San Marcos,HAYS
2012,Lhd Hidalgo County Health Department (Re),1304 S 25th Ave,Edinburg,HIDALGO
2013,Lhd Jasper-Newton Co Phealth Dist (Re),139 W Lamar St,Jasper,JASPER
2014,Lhd Lubbock City Health Dept (Re),806 18th St,Lubbock,LUBBOCK
2015,LHD Medina CO Health Dept (RE),3103 AVE G,Hondo,MEDINA
2016,LHD MILAM CO HEALTH DEPT (RE),209 S. Houston Ave,Cameron,MILAM
2017,Lhd Nethealth (Re),815 N Broadway Ave,Tyler,SMITH
2018,Lhd Paris-Lamar Co Health Dept (Re),400 W Sherman St,Paris,LAMAR
2019,Lhd Plainview-Hale Co Health Dist (Re),111 E 10th St,Plainview,HALE
2020,Lhd Port Arthur City Health Dept (Re),449 Austin Ave,Port Arthur,JEFFERSON
2021,Lhd San Patricio Co Dept Of Health (Re),313 N. Rachal,Sinton,SAN PATRICIO
2022,Lhd Sweetwater-Nolan Co Health Dept (Re),301 E 12th St,Sweetwater,NOLAN
2023,Lhd Texarkana-Bowie Co Fam Hlth Cntr (Re),902 W 12th St,Texarkana,BOWIE
2024,LHD Victoria City-CO Health Dept (RE),2805 N NAVARRO ST # 102,Victoria,VICTORIA
2025,Lhd Waco-Mclennan Co Phealth Dist (Re),225 W Waco Dr,Waco,MCLENNAN
2026,LHD Wichita Falls-Wichita CO PH Dist (RE),1700 3rd Street,Wichita Falls,WICHITA
2027,Liberty Dayton Regional Medical Center,1353 N Travis St,Liberty,LIBERTY
2028,Liberty Dialysis South Lewisville,101 East Southwest Parkway,Lewisville,DENTON
2029,Liberty Hill Pharmacy & Compounding Center,13740 W State Hwy 29,Liberty Hill,WILLIAMSON
2030,Life Ambulance Service Inc.,5720 Trowbridge Dr,El Paso,EL PASO
2031,LIFE PHARMACY LLC,23541 WESTHEIMER PARKWAY #130,Katy,FORT BEND
2032,Lifecare Hospital Fort Worth - Fort Worth,6201 Overton Ridge Blvd,Fort Worth,TARRANT
2033,LifeCare Hospital of Dallas,1950 Record Crossing,Dallas,DALLAS
2034,LifeCare Hospital of Plano,6800 Preston Road,Plano,COLLIN
2035,"Lifecare of Brownfield,LLC",706 E felt street,Brownfield,TERRY
2036,Lighthouse Pediatrics,601 E Whitestone Blvd Ste 308,Cedar Park,WILLIAMSON
2037,Lillian M Hudspeth Memorial Hospital,308 Hudspeth St,Sonora,SUTTON
2038,Limestone Medical Center,701 Mcclintic Dr,Groesbeck,LIMESTONE
2039,Lino's Pharmacy,708 N Grant St,Roma,STARR
2040,Linos Pharmacy 2,201 N Fm 3167 Ste 101-102,Rio Grande City,STARR
2041,Lithonia Healthcare Development LLC,1341 W Mockingbird Lane,Dallas,DALLAS
2042,Little Spurs Pediatric Urgent Care,4522 Fredericksburg Road,San Antonio,BEXAR
2043,Live Oak Community Health Center,105 E Thornton,Three Rivers,LIVE OAK
2044,Live Oak County Health Department,301 Houston St Annex Bldg Rm 10,George West,LIVE OAK
2045,Live Oak Health Partners Comm Cl,401 Broadway St Ste A,San Marcos,HAYS
2046,"Livewell International Health, Inc.",4070 State Hwy 121,Carrollton,DENTON
2047,Living Well Specialty Pharmacy,13325 HARGRAVE RD,Houston,HARRIS
2048,LOCKEHILL KIDNEY DISEASE CLINIC,10134 Huebner Road,San Antonio,BEXAR
2049,Lockhart Family Medicine,1009 W San Antonio St,Lockhart,CALDWELL
2050,Lockhart Family Practice Center,2060 S Colorado St,Lockhart,CALDWELL
2051,Lone Star Circle Care Taylor Hlth Ctr,601 Mallard Ln Ste A,Taylor,WILLIAMSON
2052,Lone Star Circle Of Care At Cedar Park,1401 Medical Pkwy Ste 311 Bldg B,Cedar Park,WILLIAMSON
2053,Lone Star Circle Of Care At Collinfield,8913 Collinfield Dr Unit 1,Austin,TRAVIS
2054,Lone Star Circle Of Care At El Buen Samaritano,7000 Woodhue Dr,Austin,TRAVIS
2055,Lone Star Circle of Care at GISD-Richarte,2295 North Austin Ave - Health Clinic,Georgetown,WILLIAMSON
2056,Lone Star Circle Of Care At Jonestown,18220 Fm 1431 Ste D,Leander,TRAVIS
2057,Lone Star Circle Of Care At Temple,2112 Sw H K Dodgen Loop Ste 110,Temple,BELL
2058,Lone Star Circle Of Care At The University Of Houston,4849 Calhoun Road Houston,0,HARRIS
2059,Lone Star Circle Of Care Ben White,1221 W Ben White Blvd # B100,Austin,TRAVIS
2060,Lone Star Family Health Center,605 S. Conroe Medical Dr,Conroe,MONTGOMERY
2061,Lone Star Medicine And Pediatrics,6033 Airline Dr Ste C,Houston,HARRIS
2062,Lone Star Pharmacy,4111 Fm 1764 Suite F,Santa Fe,GALVESTON
2063,LONESTAR NEURO DIAGNOSTICS AND REHAB,4900 N 10TH ST.,McAllen,HIDALGO
2064,Longview Cancer Center,1300 N 4th St,Longview,GREGG
2065,"Longview Medical Center, L.P.",0,Longview,GREGG
2066,Longview Wellness Center,705 E MARSHALL AVE,Longview,GREGG
2067,Los Alamos Family Medical Center,427 E Duranta Ave,Alamo,HIDALGO
2068,Los Barrios Unidos Community Clinic,4732 W. Illinois Ave.,Dallas,DALLAS
2069,Los Barrios Unidos Community Clinic - Dallas 1,809 Singleton Blvd,Dallas,DALLAS
2070,Los Barrios Unidos Community Clinic - Dallas 2,3111 Sylvan Ave,Dallas,DALLAS
2071,Los Fresnos Pharmacy,810 W. Ocean Blvd,Los Fresnos,CAMERON
2072,Louis Morgan Drug 4,110 Johnston St,Longview,GREGG
2073,Louis Morgan Drugs #1,1900 S High St,Longview,GREGG
2074,Love Oak Pharmacy,805 West Main Street,Eastland,EASTLAND
2075,Lovett-Meredith Rhc/Olney Family Clinic,100 S Avenue M,Olney,YOUNG
2076,Lpisd/Vshsi Community And School Based Health Clin,117 E Us Hwy 57,La Pryor,ZAVALA
2077,Lscc Bastrop Hlth Cl Wmn Wlns,605 Old Austin Hwy,Bastrop,BASTROP
2078,Lscc Fam Care Ctr Nw Fp,11111 Research Blvd Ste 320,Austin,TRAVIS
2079,Lscc Family Care Center At Marble Falls,802 Avenue J,Marble Falls,BURNET
2080,Lscc Tamu Hlth Science Ctr Family Hlth,3950 N A W Grimes Blvd # 301,Round Rock,WILLIAMSON
2081,Lubbock Heart Hospital,4810 N Loop 289,Lubbock,LUBBOCK
2082,Lubbock Vascular Access Center,1126 Slide Rd,Lubbock,LUBBOCK
2083,Lufkin Adult Medicine Clinic,202 S Bynum St,Lufkin,ANGELINA
2084,Lufkin Community Clinic-Lakeview,1316 Lakeview St,Lufkin,ANGELINA
2085,Luling Community Health Center,111 S Laurel Ave,Luling,CALDWELL
2086,"Lumberton Hospital, LLC",137 N. LHS Drive,Lumberton,HARDIN
2087,Lung Diagnostics,4410 Medical Dr,San Antonio,BEXAR
2088,Lynn's Pharmacy Hewitt,511 North Hewitt Drive Suite 1,Hewit,MCLENNAN
2089,Lynns Lavega Pharmacy,2401 E Waco Dr,Waco,MCLENNAN
2090,Lytle Community Health Center,19010 Priest BLVD,Lytle,ATASCOSA
2091,M & A Pharmacy Llc,8200 Matlock Road Ste 150,Arlington,TARRANT
2092,M And M Adult Clinic,4365 S. Expressway 77/83,Brownsville,CAMERON
2093,Mabank Family Pharmacy,207 N 3rd Street,Mabank,KAUFMAN
2094,Madison D Lowry MD,1282 E Common St,New Braunfels,COMAL
2095,Magenta Health,17238 Bulverde Road,San Antonio,BEXAR
2096,Magnolia Court Assisted Living,5902 North Street,Nacogdoches,NACOGDOCHES
2097,Magnolia Pharmacy,18230 Fm 1488 Rd Ste 100,Magnolia,MONTGOMERY
2098,MAIN MEDICAL CLINIC,3044 OLD DENTON RD,Carrollton,DENTON
2099,Main Street Medical Clinic,415 Woodline Dr,Spring,MONTGOMERY
2100,Malcolm X Clinic,4432 Malcolm X,Dallas,DALLAS
2101,Manor Pharmacy,14008 Shadowglen Blvd,Manor,TRAVIS
2102,Mansfield Urgent Care And Family Practice,1811 Highway 287 N Ste 150,Mansfield,TARRANT
2103,Marathon Health-Midland,600 W. Illinois Street,Midland,MIDLAND
2104,Marathon Petroleum HS - San Antonio,19100 Ridgewood Parkway,San Antonio,BEXAR
2105,Marathon Petroleum Texas City,2401 5th Ave S,Texas City,GALVESTON
2106,Marchand And Associates Family Medicine,4534 West Gate Blvd,Austin,TRAVIS
2107,Marfa Community Health Clinic,406 S Summer st,Marfa,BREWSTER
2108,Marfa Country Clinic,105 East Oak Street,Marfa,PRESIDIO
2109,"Margolin And Keinarth Md, Pa",5222 Burnet Road,Austin,TRAVIS
2110,Market Basket Pharmacy 17,864 Magnolia Ave,Port Neches,JEFFERSON
2111,Market Street Pharmacy #696,3145 E Broad Street,Mansfield,TARRANT
2112,Market Street Pharmacy 502,3405 50th St,Lubbock,LUBBOCK
2113,Market Street Pharmacy 517,4590 Kell Blvd,Wichita Falls,WICHITA
2114,Market Street Pharmacy 543,4205 98th St,Lubbock,LUBBOCK
2115,Market Street Pharmacy 553,4425 19th St,Lubbock,LUBBOCK
2116,Market Street Pharmacy 560,5605 Colleyville Blvd,Colleyville,TARRANT
2117,Market Street Pharmacy 561,6100 Eldorado Pkwy,McKinney,COLLIN
2118,Market Street Pharmacy 563,985 W Bethany Dr,Allen,COLLIN
2119,Market Street Pharmacy 566,1929 Preston Rd,Plano,COLLIN
2120,Market Street Pharmacy 675,4950 E 42nd St,Odessa,ECTOR
2121,Market Street Pharmacy 679,4450 Buffalo Gap Rd,Abilene,TAYLOR
2122,Market Street Pharmacy 685,4268 Legacy Dr,Frisco,COLLIN
2123,Marshall-Harrison County Health District (Re),805 Lindsey Dr,Marshall,HARRISON
2124,Martin County Hospital District,600 Interstate 20 East,Stanton,MARTIN
2125,Martin Luther King Clinic,1911 N Martin Luther King Jr Blvd,Waco,MCLENNAN
2126,"Martin Luther King Jr Family Clinic, Inc",2922B Martin Luther King Jr Blvd,Dallas,DALLAS
2127,Matagorda Regional Medical Center,104 7th Street,Bay City,MATAGORDA
2128,Maverick County Hospital District,3406 Bob Rogers Dr Ste 290,Eagle Pass,MAVERICK
2129,"Maxhealth Family, Internal And Sports Medicine",5207 Heritage Ave,Colleyville,TARRANT
2130,Mcallen Oncology,5401 N G St,McAllen,HIDALGO
2131,Mccamey Hospital,2500 S Highway 305,McCamey,UPTON
2132,Mcgregor Community & Dental Clinic,500 Johnson Dr,McGregor,MCLENNAN
2133,Mckinney Isd,1 Duvall St,McKinney,COLLIN
2134,Mckinney Pediatrics,1872 N Lake Forest Dr,McKinney,COLLIN
2135,Mclennan Cnty St Juve Corr Fac,116 W Burleson Rd,Mart,MCLENNAN
2136,"Mcmahan Pharmacy Services, Inc.",1503 W Front St,Goldthwaite,MILLS
2137,Mcmullen Community Health Center,203 Hackberry St,Tilden,MCMULLEN
2138,Md Family Clinic,9709 Bruton Rd,Dallas,DALLAS
2139,Md Family Clinic - Dallas,2959 S Buckner Blvd Ste 700,Dallas,DALLAS
2140,Md Family Clinic - Denton,1306 Teasley Ln,Denton,DENTON
2141,Md Family Clinic - Fort Worth,1200 Woodhaven Blvd,Fort Worth,TARRANT
2142,Md Family Clinic - Hampton,2815 S Hampton Rd,Dallas,DALLAS
2143,Md Family Marsh - Dallas - 9991 Marsh Ln,9991 Marsh Ln,Dallas,DALLAS
