week,week_starting,vaccine_type,allocated_doses,pharmacyID
Week 3,12/28/20,Moderna,100,1839
Week 12,3/1/21,Moderna,100,1840
Week 4,1/4/21,Moderna,100,1840
Week 9,2/8/21,Moderna,200,1841
Week 4,1/4/21,Moderna,100,1841
Week 3,12/28/20,Moderna,100,1841
Week 13,3/8/21,Johnson,100,1842
Week 12,3/1/21,Moderna,100,1842
Week 4,1/4/21,Moderna,100,1842
Week 4,1/4/21,Moderna,100,1843
Week 4,1/4/21,Moderna,100,1844
Week 4,1/4/21,Moderna,100,1845
Week 4,1/4/21,Moderna,100,1846
Week 4,1/4/21,Moderna,100,1847
Week 3,12/28/20,Moderna,100,1847
Week 4,1/4/21,Moderna,100,1848
Week 4,1/4/21,Moderna,100,1849
Week 3,12/28/20,Moderna,100,1849
Week 4,1/4/21,Moderna,100,1850
Week 3,12/28/20,Moderna,100,1850
Week 4,1/4/21,Moderna,100,1851
Week 3,12/28/20,Moderna,100,1851
Week 13,3/8/21,Johnson,200,1852
Week 12,3/1/21,Moderna,100,1852
Week 11,2/22/21,Moderna,100,1852
Week 4,1/4/21,Moderna,100,1852
Week 10,2/15/21,Moderna,200,1853
Week 4,1/4/21,Moderna,100,1853
Week 3,12/28/20,Moderna,100,1853
Week 4,1/4/21,Moderna,100,1854
Week 3,12/28/20,Moderna,100,1854
Week 4,1/4/21,Moderna,100,1855
Week 3,12/28/20,Moderna,100,1855
Week 4,1/4/21,Moderna,100,1856
Week 3,12/28/20,Moderna,100,1856
Week 4,1/4/21,Moderna,100,1857
Week 3,12/28/20,Moderna,100,1857
Week 4,1/4/21,Moderna,100,1858
Week 9,2/8/21,Moderna,200,1859
Week 4,1/4/21,Moderna,100,1859
Week 4,1/4/21,Moderna,100,1860
Week 4,1/4/21,Moderna,100,1861
Week 4,1/4/21,Moderna,100,1862
Week 4,1/4/21,Moderna,100,1863
Week 4,1/4/21,Moderna,100,1864
Week 4,1/4/21,Moderna,100,1865
Week 3,12/28/20,Moderna,300,1866
Week 3,12/28/20,Moderna,100,1867
Week 12,3/1/21,Moderna,100,1868
Week 9,2/8/21,Moderna,200,1868
Week 3,12/28/20,Moderna,100,1868
Week 4,1/4/21,Moderna,100,1869
Week 3,12/28/20,Moderna,100,1870
Week 3,12/28/20,Moderna,100,1871
Week 4,1/4/21,Moderna,100,1872
Week 3,12/28/20,Moderna,100,1873
Week 4,1/4/21,Moderna,100,1874
Week 3,12/28/20,Moderna,100,1875
Week 10,2/15/21,Moderna,200,1876
Week 9,2/8/21,Moderna,300,1876
Week 3,12/28/20,Moderna,200,1876
Week 4,1/4/21,Moderna,100,1877
Week 4,1/4/21,Moderna,100,1878
Week 4,1/4/21,Moderna,100,1879
Week 3,12/28/20,Moderna,100,1879
Week 4,1/4/21,Moderna,100,1880
Week 4,1/4/21,Moderna,100,1881
Week 3,12/28/20,Moderna,100,1881
Week 4,1/4/21,Moderna,100,1882
Week 4,1/4/21,Moderna,100,1883
Week 3,12/28/20,Moderna,100,1883
Week 3,12/28/20,Moderna,100,1884
Week 4,1/4/21,Moderna,100,1885
Week 3,12/28/20,Moderna,100,1886
Week 9,2/8/21,Moderna,100,1887
Week 4,1/4/21,Moderna,100,1887
Week 3,12/28/20,Moderna,100,1887
Week 4,1/4/21,Moderna,100,1888
Week 3,12/28/20,Moderna,100,1888
Week 4,1/4/21,Moderna,100,1889
Week 4,1/4/21,Moderna,100,1890
Week 4,1/4/21,Moderna,100,1891
Week 3,12/28/20,Moderna,100,1892
Week 4,1/4/21,Moderna,100,1893
Week 3,12/28/20,Moderna,100,1893
Week 4,1/4/21,Moderna,100,1894
Week 3,12/28/20,Moderna,100,1894
Week 13,3/8/21,Johnson,200,1895
Week 11,2/22/21,Moderna,200,1895
Week 4,1/4/21,Moderna,100,1895
Week 4,1/4/21,Moderna,100,1896
Week 3,12/28/20,Moderna,100,1896
Week 4,1/4/21,Moderna,100,1897
Week 4,1/4/21,Moderna,100,1898
Week 3,12/28/20,Moderna,200,1898
Week 4,1/4/21,Moderna,100,1899
Week 3,12/28/20,Moderna,100,1899
Week 4,1/4/21,Moderna,100,1900
Week 4,1/4/21,Moderna,100,1901
Week 3,12/28/20,Moderna,100,1901
Week 3,12/28/20,Moderna,100,1902
Week 12,3/1/21,Moderna,100,1903
Week 4,1/4/21,Moderna,100,1903
Week 10,2/15/21,Moderna,200,1904
Week 9,2/8/21,Moderna,600,1904
Week 4,1/4/21,Moderna,100,1904
Week 3,12/28/20,Moderna,100,1905
Week 12,3/1/21,Moderna,100,1906
Week 4,1/4/21,Moderna,100,1906
Week 4,1/4/21,Moderna,100,1907
Week 4,1/4/21,Moderna,100,1908
Week 4,1/4/21,Moderna,100,1909
Week 4,1/4/21,Moderna,100,1910
Week 3,12/28/20,Moderna,100,1910
Week 3,12/28/20,Moderna,200,1911
Week 4,1/4/21,Moderna,100,1912
Week 4,1/4/21,Moderna,100,1913
Week 4,1/4/21,Moderna,100,1914
Week 4,1/4/21,Moderna,100,1915
Week 13,3/8/21,Johnson,100,1916
Week 4,1/4/21,Moderna,100,1917
Week 4,1/4/21,Moderna,200,1918
Week 4,1/4/21,Moderna,100,1919
Week 4,1/4/21,Moderna,100,1920
Week 4,1/4/21,Moderna,100,1921
Week 10,2/15/21,Moderna,100,1922
Week 4,1/4/21,Moderna,100,1922
Week 4,1/4/21,Moderna,100,1923
Week 13,3/8/21,Moderna,100,1924
Week 4,1/4/21,Moderna,300,1924
Week 3,12/28/20,Moderna,200,1924
Week 3,12/28/20,Moderna,100,1925
Week 13,3/8/21,Moderna,100,1926
Week 2,12/21/20,Moderna,200,1926
Week 4,1/4/21,Moderna,100,1927
Week 3,12/28/20,Moderna,100,1927
Week 4,1/4/21,Moderna,100,1928
Week 3,12/28/20,Moderna,100,1928
Week 3,12/28/20,Moderna,100,1929
Week 13,3/8/21,Johnson,200,1930
Week 6,1/18/21,Moderna,100,1930
Week 13,3/8/21,Johnson,100,1931
Week 12,3/1/21,Moderna,100,1931
Week 4,1/4/21,Moderna,100,1931
Week 13,3/8/21,Moderna,100,1932
Week 4,1/4/21,Moderna,100,1932
Week 2,12/21/20,Moderna,500,1932
Week 4,1/4/21,Moderna,100,1933
Week 9,2/8/21,Moderna,100,1934
Week 4,1/4/21,Moderna,100,1934
Week 4,1/4/21,Moderna,100,1935
Week 12,3/1/21,Moderna,300,1936
Week 10,2/15/21,Moderna,100,1936
Week 6,1/18/21,Pfizer,975,1936
Week 4,1/4/21,Moderna,500,1936
Week 13,3/8/21,Johnson,100,1937
Week 9,2/8/21,Moderna,200,1938
Week 7,1/25/21,Moderna,100,1938
Week 9,2/8/21,Moderna,300,1939
Week 6,1/18/21,Moderna,100,1939
Week 13,3/8/21,Johnson,100,1940
Week 4,1/4/21,Moderna,100,1941
Week 2,12/21/20,Moderna,200,1941
Week 4,1/4/21,Moderna,100,1942
Week 11,2/22/21,Moderna,600,1943
Week 10,2/15/21,Moderna,400,1943
Week 9,2/8/21,Moderna,400,1943
Week 4,1/4/21,Moderna,100,1943
Week 13,3/8/21,Pfizer,1170,1944
Week 12,3/1/21,Pfizer,1170,1944
Week 11,2/22/21,Pfizer,1170,1944
Week 10,2/15/21,Pfizer,975,1944
Week 9,2/8/21,Pfizer,975,1944
Week 8,2/1/21,Pfizer,975,1944
Week 7,1/25/21,Pfizer,975,1944
Week 6,1/18/21,Pfizer,975,1944
Week 13,3/8/21,Moderna,100,1945
Week 12,3/1/21,Moderna,100,1945
Week 11,2/22/21,Moderna,100,1945
Week 9,2/8/21,Moderna,100,1945
Week 6,1/18/21,Moderna,100,1945
Week 13,3/8/21,Moderna,200,1946
Week 12,3/1/21,Moderna,100,1946
Week 4,1/4/21,Moderna,100,1947
Week 13,3/8/21,Johnson,100,1948
Week 13,3/8/21,Johnson,100,1949
Week 13,3/8/21,Johnson,200,1950
Week 12,3/1/21,Moderna,100,1950
Week 11,2/22/21,Moderna,200,1950
Week 2,12/21/20,Moderna,500,1950
Week 12,3/1/21,Moderna,100,1951
Week 11,2/22/21,Moderna,200,1951
Week 2,12/21/20,Moderna,400,1952
Week 13,3/8/21,Moderna,200,1953
Week 12,3/1/21,Moderna,200,1953
Week 4,1/4/21,Moderna,200,1953
Week 13,3/8/21,Moderna,100,1954
Week 11,2/22/21,Moderna,200,1954
Week 9,2/8/21,Moderna,100,1954
Week 3,12/28/20,Moderna,200,1954
Week 13,3/8/21,Johnson,100,1955
Week 6,1/18/21,Moderna,100,1955
Week 13,3/8/21,Johnson,100,1956
Week 13,3/8/21,Johnson,100,1957
Week 13,3/8/21,Johnson,100,1958
Week 3,12/28/20,Moderna,2500,1959
Week 2,12/21/20,Moderna,2500,1959
Week 2,12/21/20,Pfizer,975,1960
Week 1,12/14/20,Pfizer,975,1960
Week 13,3/8/21,Johnson,400,1961
Week 2,12/21/20,Moderna,1000,1961
Week 13,3/8/21,Johnson,100,1962
Week 4,1/4/21,Moderna,100,1962
Week 4,1/4/21,Moderna,1100,1963
Week 3,12/28/20,Moderna,200,1963
Week 1,12/14/20,Pfizer,975,1963
Week 13,3/8/21,Moderna,100,1964
Week 7,1/25/21,Moderna,600,1965
Week 13,3/8/21,Johnson,100,1966
Week 13,3/8/21,Johnson,100,1967
Week 11,2/22/21,Moderna,300,1967
Week 4,1/4/21,Moderna,200,1967
Week 2,12/21/20,Moderna,300,1967
Week 13,3/8/21,Moderna,300,1968
Week 11,2/22/21,Moderna,200,1968
Week 5,1/11/21,Moderna,200,1968
Week 13,3/8/21,Pfizer,5850,1969
Week 12,3/1/21,Pfizer,7020,1969
Week 11,2/22/21,Pfizer,5850,1969
Week 10,2/15/21,Moderna,4000,1969
Week 9,2/8/21,Moderna,1400,1969
Week 8,2/1/21,Pfizer,1950,1969
Week 4,1/4/21,Pfizer,1950,1969
Week 3,12/28/20,Moderna,1100,1969
Week 2,12/21/20,Pfizer,975,1969
Week 1,12/14/20,Pfizer,1950,1969
Week 6,1/18/21,Moderna,100,1970
Week 4,1/4/21,Moderna,100,1971
Week 7,1/25/21,Moderna,100,1972
Week 6,1/18/21,Moderna,100,1973
Week 4,1/4/21,Moderna,100,1974
Week 4,1/4/21,Moderna,100,1975
Week 6,1/18/21,Moderna,100,1976
Week 11,2/22/21,Moderna,300,1977
Week 4,1/4/21,Moderna,100,1977
Week 4,1/4/21,Moderna,100,1978
Week 4,1/4/21,Moderna,100,1979
Week 2,12/21/20,Moderna,2100,1980
Week 8,2/1/21,Moderna,200,1981
Week 9,2/8/21,Moderna,100,1982
Week 4,1/4/21,Moderna,100,1983
Week 13,3/8/21,Moderna,100,1984
Week 13,3/8/21,Moderna,500,1985
Week 4,1/4/21,Moderna,100,1985
Week 12,3/1/21,Moderna,100,1986
Week 11,2/22/21,Moderna,100,1986
Week 3,12/28/20,Moderna,100,1987
Week 13,3/8/21,Johnson,100,1988
Week 11,2/22/21,Moderna,200,1988
Week 11,2/22/21,Moderna,100,1989
Week 13,3/8/21,Pfizer,3510,1990
Week 12,3/1/21,Pfizer,3510,1990
Week 11,2/22/21,Pfizer,3510,1990
Week 10,2/15/21,Pfizer,2925,1990
Week 9,2/8/21,Pfizer,975,1990
Week 6,1/18/21,Moderna,1200,1990
Week 2,12/21/20,Moderna,600,1990
Week 13,3/8/21,Moderna,5000,1991
Week 12,3/1/21,Moderna,5000,1991
Week 11,2/22/21,Moderna,5000,1991
Week 10,2/15/21,Moderna,5000,1991
Week 9,2/8/21,Moderna,5000,1991
Week 8,2/1/21,Moderna,6000,1991
Week 7,1/25/21,Moderna,5000,1991
Week 6,1/18/21,Moderna,5000,1991
Week 4,1/4/21,Moderna,1000,1991
Week 3,12/28/20,Moderna,7000,1991
Week 2,12/21/20,Moderna,3000,1991
Week 13,3/8/21,Moderna,200,1992
Week 12,3/1/21,Moderna,200,1992
Week 11,2/22/21,Moderna,200,1992
Week 10,2/15/21,Moderna,200,1992
Week 7,1/25/21,Moderna,400,1992
Week 6,1/18/21,Moderna,400,1992
Week 2,12/21/20,Moderna,100,1992
Week 13,3/8/21,Moderna,2000,1993
Week 12,3/1/21,Moderna,2000,1993
Week 11,2/22/21,Moderna,2000,1993
Week 10,2/15/21,Moderna,2000,1993
Week 9,2/8/21,Moderna,2000,1993
Week 8,2/1/21,Moderna,700,1993
Week 7,1/25/21,Moderna,600,1993
Week 4,1/4/21,Moderna,100,1993
Week 13,3/8/21,Pfizer,7020,1994
Week 12,3/1/21,Pfizer,7020,1994
Week 11,2/22/21,Pfizer,5850,1994
Week 10,2/15/21,Pfizer,3900,1994
Week 9,2/8/21,Pfizer,3900,1994
Week 8,2/1/21,Pfizer,3900,1994
Week 7,1/25/21,Pfizer,3900,1994
Week 6,1/18/21,Pfizer,3900,1994
Week 13,3/8/21,Johnson,300,1995
Week 9,2/8/21,Moderna,100,1995
Week 4,1/4/21,Moderna,100,1996
Week 13,3/8/21,Moderna,400,1997
Week 12,3/1/21,Moderna,400,1997
Week 11,2/22/21,Moderna,500,1997
Week 10,2/15/21,Moderna,200,1997
Week 9,2/8/21,Moderna,400,1997
Week 3,12/28/20,Moderna,2000,1998
Week 2,12/21/20,Moderna,200,1998
Week 12,3/1/21,Moderna,300,1999
Week 11,2/22/21,Moderna,100,1999
Week 10,2/15/21,Moderna,300,1999
Week 9,2/8/21,Moderna,300,1999
Week 5,1/11/21,Moderna,200,1999
Week 4,1/4/21,Moderna,200,1999
Week 10,2/15/21,Moderna,5000,2000
Week 13,3/8/21,Moderna,5000,2001
Week 12,3/1/21,Moderna,5000,2001
Week 11,2/22/21,Moderna,5000,2001
Week 9,2/8/21,Moderna,5000,2001
Week 8,2/1/21,Moderna,5000,2001
Week 13,3/8/21,Moderna,1500,2002
Week 12,3/1/21,Moderna,1500,2002
Week 11,2/22/21,Moderna,1500,2002
Week 10,2/15/21,Moderna,1500,2002
Week 9,2/8/21,Moderna,1500,2002
Week 8,2/1/21,Moderna,1500,2002
Week 7,1/25/21,Moderna,1500,2002
Week 6,1/18/21,Moderna,600,2002
Week 13,3/8/21,Moderna,3000,2003
Week 12,3/1/21,Moderna,3000,2003
Week 10,2/15/21,Moderna,9000,2003
Week 9,2/8/21,Moderna,9000,2003
Week 8,2/1/21,Moderna,9000,2003
Week 7,1/25/21,Moderna,9000,2003
Week 6,1/18/21,Moderna,9000,2003
Week 4,1/4/21,Moderna,1200,2003
Week 2,12/21/20,Moderna,1200,2003
Week 13,3/8/21,Pfizer,25740,2004
Week 12,3/1/21,Pfizer,25740,2004
Week 11,2/22/21,Pfizer,18720,2004
Week 10,2/15/21,Pfizer,9750,2004
Week 9,2/8/21,Pfizer,9750,2004
Week 8,2/1/21,Pfizer,20475,2004
Week 8,2/1/21,Moderna,12000,2004
Week 7,1/25/21,Pfizer,1950,2004
Week 7,1/25/21,Moderna,8000,2004
Week 6,1/18/21,Moderna,6000,2004
Week 5,1/11/21,Moderna,500,2005
Week 4,1/4/21,Moderna,200,2005
Week 4,1/4/21,Moderna,300,2006
Week 13,3/8/21,Pfizer,10530,2007
Week 12,3/1/21,Pfizer,10530,2007
Week 11,2/22/21,Pfizer,9360,2007
Week 10,2/15/21,Pfizer,6825,2007
Week 9,2/8/21,Pfizer,6825,2007
Week 8,2/1/21,Pfizer,9750,2007
Week 7,1/25/21,Pfizer,6825,2007
Week 6,1/18/21,Pfizer,5850,2007
Week 13,3/8/21,Moderna,5000,2008
Week 12,3/1/21,Moderna,1000,2008
Week 11,2/22/21,Moderna,1000,2008
Week 10,2/15/21,Moderna,1000,2008
Week 9,2/8/21,Moderna,1000,2008
Week 8,2/1/21,Moderna,1000,2008
Week 7,1/25/21,Moderna,1000,2008
Week 6,1/18/21,Moderna,1000,2008
Week 4,1/4/21,Moderna,400,2008
Week 13,3/8/21,Moderna,1000,2009
Week 12,3/1/21,Moderna,1000,2009
Week 11,2/22/21,Moderna,500,2009
Week 10,2/15/21,Moderna,1000,2009
Week 9,2/8/21,Moderna,1000,2009
Week 8,2/1/21,Moderna,1000,2009
Week 7,1/25/21,Moderna,1000,2009
Week 6,1/18/21,Moderna,1000,2009
Week 3,12/28/20,Moderna,100,2009
Week 2,12/21/20,Moderna,900,2009
Week 8,2/1/21,Moderna,600,2010
Week 7,1/25/21,Moderna,500,2010
Week 6,1/18/21,Moderna,500,2010
Week 4,1/4/21,Moderna,300,2010
Week 13,3/8/21,Pfizer,4680,2011
Week 12,3/1/21,Pfizer,4680,2011
Week 11,2/22/21,Pfizer,4680,2011
Week 10,2/15/21,Pfizer,1950,2011
Week 10,2/15/21,Moderna,2500,2011
Week 9,2/8/21,Pfizer,1950,2011
Week 8,2/1/21,Pfizer,1950,2011
Week 7,1/25/21,Pfizer,1950,2011
Week 6,1/18/21,Pfizer,1950,2011
Week 13,3/8/21,Moderna,6000,2012
Week 12,3/1/21,Moderna,6000,2012
Week 11,2/22/21,Moderna,6000,2012
Week 10,2/15/21,Moderna,6000,2012
Week 9,2/8/21,Moderna,6000,2012
Week 8,2/1/21,Moderna,5000,2012
Week 7,1/25/21,Moderna,5000,2012
Week 6,1/18/21,Moderna,5000,2012
Week 2,12/21/20,Moderna,1100,2012
Week 8,2/1/21,Moderna,1600,2013
Week 7,1/25/21,Moderna,1600,2013
Week 6,1/18/21,Moderna,1600,2013
Week 4,1/4/21,Moderna,100,2013
Week 13,3/8/21,Moderna,5000,2014
Week 12,3/1/21,Moderna,5000,2014
Week 11,2/22/21,Moderna,5000,2014
Week 10,2/15/21,Moderna,5000,2014
Week 9,2/8/21,Moderna,5000,2014
Week 8,2/1/21,Moderna,8000,2014
Week 7,1/25/21,Moderna,5000,2014
Week 6,1/18/21,Moderna,5000,2014
Week 4,1/4/21,Moderna,1000,2014
Week 2,12/21/20,Moderna,1000,2014
Week 13,3/8/21,Moderna,1000,2015
Week 12,3/1/21,Moderna,300,2015
Week 11,2/22/21,Moderna,300,2015
Week 5,1/11/21,Moderna,300,2015
Week 13,3/8/21,Moderna,300,2016
Week 12,3/1/21,Moderna,200,2016
Week 11,2/22/21,Moderna,300,2016
Week 9,2/8/21,Moderna,300,2016
Week 7,1/25/21,Moderna,300,2016
Week 5,1/11/21,Moderna,200,2016
Week 4,1/4/21,Moderna,200,2016
Week 13,3/8/21,Pfizer,3510,2017
Week 12,3/1/21,Pfizer,3510,2017
Week 11,2/22/21,Pfizer,3510,2017
Week 10,2/15/21,Pfizer,1950,2017
Week 9,2/8/21,Pfizer,1950,2017
Week 8,2/1/21,Pfizer,1950,2017
Week 8,2/1/21,Moderna,500,2017
Week 7,1/25/21,Moderna,1500,2017
Week 6,1/18/21,Moderna,1500,2017
Week 4,1/4/21,Moderna,1000,2017
Week 2,12/21/20,Moderna,1000,2017
Week 13,3/8/21,Moderna,1000,2018
Week 12,3/1/21,Moderna,1000,2018
Week 11,2/22/21,Moderna,1000,2018
Week 10,2/15/21,Moderna,1000,2018
Week 9,2/8/21,Moderna,1000,2018
Week 8,2/1/21,Moderna,400,2018
Week 7,1/25/21,Moderna,400,2018
Week 6,1/18/21,Moderna,400,2018
Week 3,12/28/20,Moderna,200,2018
Week 13,3/8/21,Moderna,500,2019
Week 12,3/1/21,Moderna,100,2019
Week 9,2/8/21,Moderna,400,2019
Week 8,2/1/21,Moderna,500,2020
Week 7,1/25/21,Moderna,300,2020
Week 6,1/18/21,Moderna,300,2020
Week 4,1/4/21,Moderna,100,2020
Week 13,3/8/21,Moderna,700,2021
Week 12,3/1/21,Moderna,500,2021
Week 11,2/22/21,Moderna,700,2021
Week 9,2/8/21,Moderna,300,2021
Week 13,3/8/21,Moderna,200,2022
Week 12,3/1/21,Moderna,200,2022
Week 11,2/22/21,Moderna,200,2022
Week 10,2/15/21,Moderna,200,2022
Week 6,1/18/21,Moderna,600,2022
Week 4,1/4/21,Moderna,100,2022
Week 13,3/8/21,Johnson,1000,2023
Week 8,2/1/21,Moderna,500,2023
Week 7,1/25/21,Moderna,400,2023
Week 4,1/4/21,Moderna,100,2023
Week 13,3/8/21,Moderna,2000,2024
Week 13,3/8/21,Moderna,1500,2025
Week 12,3/1/21,Moderna,1500,2025
Week 11,2/22/21,Moderna,1500,2025
Week 10,2/15/21,Moderna,1500,2025
Week 9,2/8/21,Moderna,1500,2025
Week 8,2/1/21,Moderna,1500,2025
Week 7,1/25/21,Moderna,1500,2025
Week 6,1/18/21,Moderna,1500,2025
Week 2,12/21/20,Moderna,200,2025
Week 13,3/8/21,Johnson,100,2026
Week 12,3/1/21,Moderna,1000,2026
Week 11,2/22/21,Moderna,700,2026
Week 10,2/15/21,Moderna,500,2026
Week 9,2/8/21,Moderna,300,2026
Week 8,2/1/21,Pfizer,1950,2026
Week 7,1/25/21,Pfizer,1950,2026
Week 6,1/18/21,Pfizer,1950,2026
Week 13,3/8/21,Johnson,200,2027
Week 3,12/28/20,Moderna,200,2027
Week 13,3/8/21,Johnson,100,2028
Week 13,3/8/21,Johnson,100,2029
Week 13,3/8/21,Johnson,100,2030
Week 4,1/4/21,Moderna,200,2030
Week 13,3/8/21,Johnson,100,2031
Week 11,2/22/21,Moderna,100,2032
Week 7,1/25/21,Moderna,100,2033
Week 5,1/11/21,Moderna,200,2033
Week 11,2/22/21,Moderna,100,2034
Week 10,2/15/21,Moderna,200,2034
Week 13,3/8/21,Moderna,100,2035
Week 13,3/8/21,Johnson,100,2036
Week 12,3/1/21,Moderna,100,2037
Week 11,2/22/21,Moderna,100,2037
Week 8,2/1/21,Moderna,100,2037
Week 7,1/25/21,Moderna,100,2037
Week 13,3/8/21,Johnson,100,2038
Week 11,2/22/21,Moderna,100,2038
Week 10,2/15/21,Moderna,500,2038
Week 3,12/28/20,Moderna,400,2038
Week 13,3/8/21,Johnson,100,2039
Week 13,3/8/21,Johnson,300,2040
Week 4,1/4/21,Moderna,100,2040
Week 12,3/1/21,Moderna,100,2041
Week 13,3/8/21,Johnson,100,2042
Week 13,3/8/21,Moderna,200,2043
Week 12,3/1/21,Moderna,100,2043
Week 5,1/11/21,Moderna,100,2043
Week 13,3/8/21,Moderna,200,2044
Week 12,3/1/21,Moderna,100,2044
Week 11,2/22/21,Moderna,200,2044
Week 11,2/22/21,Moderna,200,2045
Week 10,2/15/21,Moderna,100,2045
Week 13,3/8/21,Johnson,100,2046
Week 13,3/8/21,Moderna,100,2047
Week 13,3/8/21,Johnson,100,2048
Week 13,3/8/21,Johnson,100,2049
Week 12,3/1/21,Moderna,100,2050
Week 11,2/22/21,Moderna,300,2050
Week 8,2/1/21,Moderna,100,2050
Week 12,3/1/21,Moderna,100,2051
Week 11,2/22/21,Moderna,100,2051
Week 8,2/1/21,Moderna,100,2051
Week 12,3/1/21,Moderna,100,2052
Week 11,2/22/21,Moderna,200,2052
Week 9,2/8/21,Moderna,100,2052
Week 7,1/25/21,Moderna,100,2052
Week 13,3/8/21,Moderna,100,2053
Week 12,3/1/21,Moderna,100,2053
Week 11,2/22/21,Moderna,100,2053
Week 9,2/8/21,Moderna,100,2053
Week 13,3/8/21,Moderna,100,2054
Week 12,3/1/21,Moderna,100,2054
Week 11,2/22/21,Moderna,200,2054
Week 9,2/8/21,Moderna,100,2054
Week 6,1/18/21,Moderna,100,2054
Week 12,3/1/21,Moderna,100,2055
Week 8,2/1/21,Moderna,100,2056
Week 13,3/8/21,Moderna,100,2057
Week 9,2/8/21,Moderna,100,2057
Week 6,1/18/21,Moderna,100,2057
Week 13,3/8/21,Moderna,100,2058
Week 11,2/22/21,Moderna,300,2058
Week 9,2/8/21,Moderna,100,2058
Week 6,1/18/21,Moderna,100,2058
Week 12,3/1/21,Moderna,100,2059
Week 11,2/22/21,Moderna,100,2059
Week 6,1/18/21,Moderna,100,2059
Week 13,3/8/21,Moderna,2500,2060
Week 12,3/1/21,Moderna,2500,2060
Week 11,2/22/21,Moderna,2500,2060
Week 10,2/15/21,Moderna,2000,2060
Week 9,2/8/21,Moderna,2000,2060
Week 8,2/1/21,Moderna,2000,2060
Week 7,1/25/21,Moderna,2000,2060
Week 6,1/18/21,Moderna,2000,2060
Week 4,1/4/21,Moderna,200,2060
Week 2,12/21/20,Moderna,100,2060
Week 2,12/21/20,Moderna,100,2061
Week 13,3/8/21,Moderna,100,2062
Week 9-Fed,2/8/21,Moderna,600,2062
Week 9-Fed,2/8/21,Moderna,200,2062
Week 13,3/8/21,Johnson,100,2063
Week 2,12/21/20,Moderna,100,2063
Week 4,1/4/21,Moderna,100,2064
Week 3,12/28/20,Moderna,600,2065
Week 1,12/14/20,Pfizer,975,2065
Week 8,2/1/21,Moderna,100,2066
Week 4,1/4/21,Moderna,300,2066
Week 2,12/21/20,Moderna,600,2067
Week 13,3/8/21,Johnson,100,2068
Week 12,3/1/21,Moderna,100,2068
Week 10,2/15/21,Moderna,100,2068
Week 8,2/1/21,Moderna,200,2068
Week 6,1/18/21,Moderna,100,2068
Week 13,3/8/21,Johnson,400,2069
Week 12,3/1/21,Moderna,100,2069
Week 11,2/22/21,Moderna,100,2069
Week 10,2/15/21,Moderna,100,2069
Week 12,3/1/21,Moderna,100,2070
Week 11,2/22/21,Moderna,100,2070
Week 10,2/15/21,Moderna,100,2070
Week 4,1/4/21,Moderna,100,2071
Week 10,2/15/21,Moderna,100,2072
Week 2,12/21/20,Moderna,100,2072
Week 13,3/8/21,Johnson,100,2073
Week 12,3/1/21,Moderna,300,2073
Week 4,1/4/21,Moderna,100,2073
Week 13,3/8/21,Moderna,500,2074
Week 12,3/1/21,Moderna,100,2074
Week 13,3/8/21,Johnson,200,2075
Week 9,2/8/21,Moderna,200,2075
Week 2,12/21/20,Moderna,500,2075
Week 3,12/28/20,Moderna,100,2076
Week 12,3/1/21,Moderna,100,2077
Week 11,2/22/21,Moderna,100,2077
Week 10,2/15/21,Moderna,400,2077
Week 9,2/8/21,Moderna,100,2077
Week 6,1/18/21,Moderna,100,2077
Week 13,3/8/21,Moderna,100,2078
Week 12,3/1/21,Moderna,100,2078
Week 11,2/22/21,Moderna,100,2078
Week 9,2/8/21,Moderna,100,2078
Week 6,1/18/21,Moderna,100,2078
Week 13,3/8/21,Moderna,100,2079
Week 9,2/8/21,Moderna,100,2079
Week 13,3/8/21,Moderna,100,2080
Week 12,3/1/21,Moderna,100,2080
Week 11,2/22/21,Moderna,100,2080
Week 9,2/8/21,Moderna,100,2080
Week 6,1/18/21,Moderna,100,2080
Week 2,12/21/20,Moderna,500,2081
Week 11,2/22/21,Moderna,100,2082
Week 4,1/4/21,Moderna,100,2083
Week 4,1/4/21,Moderna,100,2084
Week 10,2/15/21,Moderna,100,2085
Week 13,3/8/21,Moderna,500,2086
Week 3,12/28/20,Moderna,100,2086
Week 4,1/4/21,Moderna,100,2087
Week 9-Fed,2/8/21,Moderna,100,2088
Week 13,3/8/21,Johnson,200,2089
Week 2,12/21/20,Moderna,200,2089
Week 12,3/1/21,Moderna,200,2090
Week 9,2/8/21,Moderna,100,2090
Week 6,1/18/21,Moderna,100,2090
Week 13,3/8/21,Johnson,100,2091
Week 4,1/4/21,Moderna,100,2092
Week 13,3/8/21,Johnson,300,2093
Week 12,3/1/21,Moderna,100,2093
Week 2,12/21/20,Moderna,300,2094
Week 4,1/4/21,Moderna,100,2095
Week 8,2/1/21,Moderna,100,2096
Week 13,3/8/21,Johnson,100,2097
Week 11,2/22/21,Moderna,500,2097
Week 10,2/15/21,Moderna,500,2097
Week 2,12/21/20,Moderna,500,2097
Week 13,3/8/21,Johnson,100,2098
Week 13,3/8/21,Johnson,100,2099
Week 12,3/1/21,Moderna,100,2100
Week 8,2/1/21,Moderna,100,2100
Week 11,2/22/21,Moderna,100,2101
Week 2,12/21/20,Moderna,1000,2102
Week 13,3/8/21,Johnson,100,2103
Week 13,3/8/21,Johnson,100,2104
Week 4,1/4/21,Moderna,200,2105
